collision_severity,road_type,speed_limit,urban_or_rural_area,junction_detail,junction_control,light_conditions,weather_conditions,road_surface_conditions,carriageway_hazards,number_of_vehicles,number_of_casualties,vehicle_type_mode,any_skidding,avg_vehicle_age,time_sin,time_cos,day_sin,day_cos,speed_x_area
2,3,70,2,0,-1,1,1,1,0,2,2,9,0,3.5,-0.9997620270799091,-0.021814885034560836,0.9749279121818236,-0.22252093395631434,140
3,6,30,1,0,-1,4,1,1,0,2,1,9,0,6.0,-0.46174861323503363,0.8870108331782218,-0.7818314824680299,0.6234898018587334,30
3,6,30,1,13,4,1,1,1,0,2,1,1,0,4.0,0.258819045102521,-0.9659258262890682,-2.4492935982947064e-16,1.0,30
2,6,30,1,0,-1,1,1,2,0,1,1,9,0,12.0,0.9351352096860117,-0.35429103799771566,0.43388373911755823,-0.900968867902419,30
3,3,50,2,0,-1,1,1,2,0,1,1,19,0,18.0,-0.8890171414857364,-0.45787391511695663,-0.433883739117558,-0.9009688679024191,100
3,3,40,1,0,2,4,1,1,0,3,1,9,0,6.0,-0.984807753012208,-0.17364817766693033,0.43388373911755823,-0.900968867902419,40
3,6,30,1,16,4,4,2,2,0,2,1,8,0,10.0,-0.03053851320982367,0.9995335908367129,-2.4492935982947064e-16,1.0,30
3,6,30,1,16,4,1,1,1,0,2,1,1,0,7.0,0.788010753606722,-0.6156614753256583,-0.9749279121818236,-0.2225209339563146,30
3,6,30,2,16,4,1,1,1,0,2,1,1,0,1.5,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,60
3,1,30,1,0,4,4,1,2,0,2,1,1,0,5.0,-0.9807852804032303,-0.19509032201612866,-0.7818314824680299,0.6234898018587334,30
2,6,20,1,13,4,4,2,2,0,1,1,9,0,14.0,-0.9238795325112866,0.38268343236509,0.7818314824680298,0.6234898018587336,20
3,6,30,1,13,4,1,1,1,0,2,1,11,0,7.0,0.30070579950427334,-0.9537169507482268,-0.7818314824680299,0.6234898018587334,30
3,6,30,1,0,-1,1,1,1,0,2,1,9,0,11.5,-0.7575649843840494,-0.6527597524627227,-0.9749279121818236,-0.2225209339563146,30
3,6,30,1,13,4,1,1,1,0,1,1,9,0,4.0,0.5299192642332049,-0.848048096156426,0.9749279121818236,-0.22252093395631434,30
3,3,40,2,0,-1,1,2,2,0,1,1,9,0,24.0,0.8616291604415257,-0.5075383629607043,-0.7818314824680299,0.6234898018587334,80
3,6,40,2,18,4,1,1,1,0,2,1,9,0,12.5,-0.8746197071393959,-0.48480962024633684,-0.7818314824680299,0.6234898018587334,80
3,6,40,2,0,-1,1,1,1,0,3,4,9,0,11.666666666666666,0.4027466898587373,-0.9153114791194471,-2.4492935982947064e-16,1.0,80
3,6,30,1,0,4,1,1,1,0,2,1,1,0,8.5,0.37864861735243294,-0.9255405040175664,-2.4492935982947064e-16,1.0,30
3,6,30,2,13,4,1,1,1,0,2,1,11,0,7.0,-0.7660444431189779,-0.6427876096865395,-0.9749279121818236,-0.2225209339563146,60
3,6,30,1,0,-1,1,1,1,0,1,1,9,0,10.0,-0.785316930880745,0.619093949309834,0.9749279121818236,-0.22252093395631434,30
3,6,30,2,13,4,1,1,1,0,2,2,4,1,3.5,-0.8616291604415255,0.5075383629607045,-0.9749279121818236,-0.2225209339563146,60
3,6,60,2,0,-1,1,1,2,0,2,1,9,0,0.0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,120
3,3,40,1,16,2,4,1,2,0,3,1,9,0,11.666666666666666,-0.5555702330196022,0.8314696123025452,0.7818314824680298,0.6234898018587336,40
3,1,40,2,0,4,1,1,1,0,2,1,9,0,4.5,-0.5555702330196023,-0.8314696123025452,-0.7818314824680299,0.6234898018587334,80
3,6,30,1,19,2,4,1,1,0,2,1,9,0,4.5,-0.979045472484584,0.203641751140177,0.9749279121818236,-0.22252093395631434,30
3,6,30,1,16,2,4,1,1,0,3,1,9,0,8.0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,30
2,3,40,1,16,2,1,1,1,0,2,1,9,0,18.0,0.9807852804032305,-0.19509032201612797,0.9749279121818236,-0.22252093395631434,40
3,6,30,2,0,-1,4,1,2,0,1,1,9,0,5.0,-0.9992290362407229,-0.03925981575906901,-0.433883739117558,-0.9009688679024191,60
3,6,20,1,0,-1,1,1,1,0,1,1,9,0,15.0,-0.7933533402912349,-0.6087614290087209,-0.7818314824680299,0.6234898018587334,20
2,6,30,1,0,-1,1,4,1,0,1,1,9,0,10.0,-0.9537169507482267,-0.3007057995042738,0.7818314824680298,0.6234898018587336,30
3,6,30,1,0,-1,1,1,1,0,2,1,1,0,3.5,-0.8549118706729468,0.5187732581605211,0.9749279121818236,-0.22252093395631434,30
3,6,30,1,16,3,4,2,2,0,3,2,9,0,13.0,-0.9832549075639545,-0.18223552549214778,-0.433883739117558,-0.9009688679024191,30
3,6,30,1,0,-1,1,1,1,0,1,1,11,0,10.0,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,30
3,6,30,1,0,-1,1,8,2,0,1,1,11,0,7.0,-0.8064446042674827,-0.5913096483635822,-0.7818314824680299,0.6234898018587334,30
3,6,30,2,0,-1,4,7,2,0,3,1,9,1,7.333333333333333,0.14349262199117932,0.9896513868196702,-2.4492935982947064e-16,1.0,60
3,6,60,2,0,-1,6,1,2,0,1,1,9,0,19.0,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,120
3,6,60,2,13,4,1,1,1,0,2,2,9,0,7.0,-0.9840406976462908,-0.17794354547384236,-0.7818314824680299,0.6234898018587334,120
3,6,20,1,13,4,1,1,1,0,2,1,4,0,2.5,0.5555702330196022,-0.8314696123025453,-0.9749279121818236,-0.2225209339563146,20
3,3,30,1,0,4,1,1,1,0,2,1,4,0,21.5,-0.6755902076156598,-0.7372773368101244,0.9749279121818236,-0.22252093395631434,30
3,6,30,1,16,4,1,1,1,0,2,1,9,0,13.0,-0.8870108331782215,-0.46174861323503436,0.9749279121818236,-0.22252093395631434,30
3,6,30,1,0,-1,6,8,1,0,1,1,9,0,5.0,-0.5336145159156114,0.8457278217039733,0.7818314824680298,0.6234898018587336,30
3,6,30,1,0,4,7,9,1,0,1,1,9,0,16.0,-0.8290375725550421,0.5591929034707462,-0.7818314824680299,0.6234898018587334,30
3,1,30,1,0,4,1,1,1,0,2,1,5,0,14.5,0.9288095528719242,-0.3705574375098361,0.9749279121818236,-0.22252093395631434,30
3,7,30,2,0,4,1,1,1,0,4,2,9,0,0.25,-0.9612616959383188,0.2756373558169994,0.43388373911755823,-0.900968867902419,60
2,3,70,2,0,-1,1,1,1,0,2,1,1,0,7.0,0.8549118706729467,-0.5187732581605212,-0.7818314824680299,0.6234898018587334,140
3,7,70,2,0,4,1,1,1,17,2,1,9,1,10.0,-0.5735764363510458,-0.819152044288992,-0.7818314824680299,0.6234898018587334,140
2,6,40,1,0,-1,4,2,2,0,4,2,9,0,11.0,0.27144044986507426,0.9624552364536473,0.7818314824680298,0.6234898018587336,40
3,3,70,2,0,-1,1,1,1,0,2,1,9,0,10.5,-0.6259234721840587,-0.779884483092882,-2.4492935982947064e-16,1.0,140
3,6,20,1,0,-1,4,2,2,0,2,1,3,0,11.5,-0.7933533402912352,0.6087614290087205,-2.4492935982947064e-16,1.0,20
3,3,40,2,0,-1,1,1,1,0,2,1,9,0,11.0,0.3338068592337712,-0.9426414910921783,-0.433883739117558,-0.9009688679024191,80
3,3,30,1,0,4,1,1,1,0,2,1,1,0,7.0,-0.9713420698132613,-0.23768589232617343,-0.433883739117558,-0.9009688679024191,30
3,3,50,1,0,-1,1,1,2,17,3,1,9,0,9.0,0.07410849019539963,-0.9972501850994856,-0.433883739117558,-0.9009688679024191,50
3,6,30,1,0,4,1,1,2,0,1,1,1,0,7.0,0.9883615104677607,-0.1521233861899167,0.9749279121818236,-0.22252093395631434,30
3,6,30,1,13,2,4,2,2,0,1,1,21,0,7.0,0.9961946980917455,0.08715574274765814,0.43388373911755823,-0.900968867902419,30
3,2,30,1,13,2,4,1,1,0,1,1,9,0,9.0,-0.7547095802227722,0.656059028990507,0.43388373911755823,-0.900968867902419,30
3,6,30,1,0,4,1,1,1,13,2,1,9,0,16.5,-0.9238795325112866,0.38268343236509,0.7818314824680298,0.6234898018587336,30
3,6,40,2,0,-1,4,1,1,0,2,1,1,0,2.0,-0.9978589232386036,0.06540312923014237,-0.7818314824680299,0.6234898018587334,80
3,6,30,1,13,4,1,1,1,0,3,1,9,0,6.0,0.3826834323650899,-0.9238795325112867,0.9749279121818236,-0.22252093395631434,30
3,3,70,2,0,4,1,1,1,0,1,1,21,5,7.0,0.2840153447039226,-0.958819734868193,-0.7818314824680299,0.6234898018587334,140
3,6,60,2,13,4,1,1,1,0,2,1,9,0,8.0,0.15212338618991708,-0.9883615104677607,-0.7818314824680299,0.6234898018587334,120
3,6,30,1,0,4,1,1,1,0,2,4,9,0,4.5,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,30
3,3,30,1,13,4,1,1,4,0,3,2,9,0,9.333333333333334,-0.44228869021900147,-0.8968727415326883,-2.4492935982947064e-16,1.0,30
3,6,30,1,0,4,1,1,1,0,2,1,1,0,3.0,0.16074256560382594,-0.9869963665602319,-0.433883739117558,-0.9009688679024191,30
2,6,20,1,0,-1,1,1,1,0,1,1,9,0,6.0,-0.9702957262759966,0.24192189559966742,0.43388373911755823,-0.900968867902419,20
3,6,30,1,16,2,1,1,1,0,2,1,9,0,5.5,-0.8141155183563188,-0.5807029557109403,0.7818314824680298,0.6234898018587336,30
3,6,50,2,0,-1,1,1,1,0,3,2,9,0,10.0,0.07410849019539963,-0.9972501850994856,0.9749279121818236,-0.22252093395631434,100
3,6,40,2,13,4,1,1,1,0,2,1,9,0,9.0,-0.03925981575906826,-0.9992290362407229,-0.7818314824680299,0.6234898018587334,80
3,3,70,1,0,-1,1,1,1,0,2,1,9,0,1.5,-0.4027466898587371,-0.9153114791194472,-0.7818314824680299,0.6234898018587334,70
2,1,30,2,0,4,1,1,1,0,2,1,1,0,4.0,-0.9469301294951056,-0.3214394653031618,0.43388373911755823,-0.900968867902419,60
3,6,30,1,0,-1,1,1,1,0,2,1,9,0,7.0,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,30
3,6,30,1,13,4,1,1,1,0,3,1,9,0,9.666666666666666,-0.9762960071199334,-0.21643961393810282,-0.433883739117558,-0.9009688679024191,30
3,6,20,1,0,-1,1,1,1,0,2,1,1,0,3.5,-0.9600498543859286,-0.27982901403099236,-0.9749279121818236,-0.2225209339563146,20
3,6,30,1,0,-1,1,1,1,0,2,1,1,0,7.0,0.7372773368101241,-0.6755902076156602,-0.7818314824680299,0.6234898018587334,30
3,6,30,2,0,-1,1,1,1,0,1,1,9,0,1.0,-0.5807029557109398,-0.8141155183563192,-0.7818314824680299,0.6234898018587334,60
3,6,50,2,19,4,1,1,1,0,2,1,9,0,9.0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,100
3,3,70,2,0,4,1,1,1,0,1,1,9,0,9.0,0.9723699203976767,-0.2334453638559051,-0.9749279121818236,-0.2225209339563146,140
3,2,20,1,0,-1,1,1,1,0,1,1,19,0,0.0,0.32143946530316175,-0.9469301294951056,-0.7818314824680299,0.6234898018587334,20
3,6,40,2,0,-1,1,1,2,0,1,1,5,0,3.0,-0.434445257404417,-0.900698239322588,0.7818314824680298,0.6234898018587336,80
2,6,50,2,0,-1,7,1,1,0,1,1,19,5,15.0,0.26723837607825685,0.963630453208623,-2.4492935982947064e-16,1.0,100
3,6,30,2,0,-1,4,1,1,0,2,1,3,1,18.0,-0.608761429008721,0.7933533402912349,0.43388373911755823,-0.900968867902419,60
3,6,30,2,19,4,1,2,2,0,2,1,9,1,12.0,-0.3826834323650892,-0.923879532511287,-2.4492935982947064e-16,1.0,60
3,2,30,2,18,4,1,1,2,0,2,1,2,1,13.0,-0.8968727415326883,-0.44228869021900136,-2.4492935982947064e-16,1.0,60
3,6,30,2,13,4,1,1,1,0,2,1,1,0,8.0,-0.9396926207859082,-0.3420201433256694,-0.9749279121818236,-0.2225209339563146,60
3,1,30,1,0,-1,1,1,2,0,2,1,9,0,6.0,0.7518398074789774,-0.6593458151000688,-0.9749279121818236,-0.2225209339563146,30
3,1,60,2,0,4,1,1,1,0,1,1,9,0,9.0,0.984807753012208,-0.1736481776669303,0.9749279121818236,-0.22252093395631434,120
3,6,60,2,0,-1,1,2,2,0,2,1,9,0,8.0,-0.6394390019805846,-0.7688418320734597,-0.9749279121818236,-0.2225209339563146,120
3,6,30,2,0,-1,1,9,1,0,1,1,9,0,12.0,0.2036417511401777,-0.9790454724845838,0.43388373911755823,-0.900968867902419,60
2,7,40,2,0,-1,1,1,1,0,2,1,9,0,8.0,-0.7933533402912349,-0.6087614290087209,0.7818314824680298,0.6234898018587336,80
3,6,30,1,0,-1,1,1,1,0,2,1,9,0,7.0,0.19080899537654497,-0.981627183447664,-2.4492935982947064e-16,1.0,30
3,3,70,2,0,-1,6,1,1,0,1,1,5,0,33.0,0.3826834323650898,0.9238795325112867,-0.7818314824680299,0.6234898018587334,140
2,3,70,2,0,4,1,1,2,0,2,1,21,0,6.5,0.10886687485196457,-0.9940563382223196,-0.7818314824680299,0.6234898018587334,140
2,6,30,1,13,3,1,8,1,0,2,2,9,0,5.5,-0.8314696123025448,-0.555570233019603,-0.7818314824680299,0.6234898018587334,30
3,1,60,2,0,4,4,3,4,0,2,1,9,0,4.0,0.9351352096860117,0.3542910379977158,-2.4492935982947064e-16,1.0,120
3,6,30,2,16,4,1,1,1,0,2,1,9,0,4.0,0.3090169943749475,-0.9510565162951535,0.43388373911755823,-0.900968867902419,60
2,1,30,2,0,4,1,1,1,0,2,1,9,0,4.0,-0.21643961393810293,-0.9762960071199334,0.9749279121818236,-0.22252093395631434,60
3,1,30,1,0,4,4,1,1,0,2,1,1,0,4.0,-0.9006982393225882,0.43444525740441653,0.43388373911755823,-0.900968867902419,30
3,6,30,1,0,-1,1,1,1,0,2,2,9,5,11.0,-0.5299192642332048,-0.8480480961564261,0.9749279121818236,-0.22252093395631434,30
3,6,30,1,13,4,1,1,1,0,2,1,1,0,3.5,-0.5735764363510458,-0.819152044288992,-0.9749279121818236,-0.2225209339563146,30
3,3,30,1,0,4,1,1,1,0,2,1,3,0,5.5,0.9733792584604485,0.22920039092241426,-0.7818314824680299,0.6234898018587334,30
2,6,30,1,0,-1,4,1,1,0,2,1,9,1,5.5,-0.9930684569549263,0.11753739745783724,-0.433883739117558,-0.9009688679024191,30
3,6,60,2,0,-1,1,1,1,0,2,1,9,0,10.0,0.7313537016191706,-0.6819983600624984,0.43388373911755823,-0.900968867902419,120
3,6,30,1,18,4,1,1,2,0,2,1,3,0,7.5,0.838670567945424,-0.5446390350150271,-0.7818314824680299,0.6234898018587334,30
3,1,30,1,0,4,4,1,1,0,2,1,3,0,10.5,-0.9988483864849507,0.04797812852134344,-0.7818314824680299,0.6234898018587334,30
3,6,30,1,13,4,1,1,1,0,1,1,9,0,12.0,-0.7313537016191701,-0.6819983600624989,-2.4492935982947064e-16,1.0,30
3,6,30,1,0,-1,4,1,4,0,2,1,5,0,6.0,-0.9222009716704518,0.3867109616368206,-0.9749279121818236,-0.2225209339563146,30
3,6,20,1,13,4,1,1,1,0,1,1,20,0,7.0,0.8338858220671682,-0.5519369853120581,-0.7818314824680299,0.6234898018587334,20
2,6,60,1,0,4,1,1,1,0,2,1,1,0,7.0,0.15212338618991708,-0.9883615104677607,-2.4492935982947064e-16,1.0,60
3,3,30,2,0,4,1,1,1,0,2,1,9,0,-0.5,-0.8549118706729466,-0.5187732581605214,-0.9749279121818236,-0.2225209339563146,60
2,3,30,1,13,4,1,1,1,0,2,1,3,0,-0.5,0.90630778703665,-0.42261826174069933,0.9749279121818236,-0.22252093395631434,30
2,6,30,1,16,2,1,1,1,0,1,1,9,0,7.0,-0.9063077870366497,-0.42261826174069994,0.9749279121818236,-0.22252093395631434,30
2,6,30,1,13,4,4,1,2,0,2,1,9,0,1.5,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,30
2,6,30,1,0,-1,4,1,1,0,1,1,9,0,9.0,0.06540312923014306,0.9978589232386035,-2.4492935982947064e-16,1.0,30
3,1,60,2,0,4,1,1,2,0,2,1,9,0,8.0,-0.7071067811865475,-0.7071067811865477,-0.433883739117558,-0.9009688679024191,120
3,6,30,2,0,-1,1,1,1,0,2,1,3,0,5.0,0.004363309284746571,0.9999904807207345,0.9749279121818236,-0.22252093395631434,60
3,6,30,1,16,4,1,1,1,0,1,1,19,0,7.0,-0.3048642990280105,-0.9523957996432785,0.9749279121818236,-0.22252093395631434,30
3,6,60,2,0,-1,1,1,2,0,1,6,9,5,7.0,-0.7660444431189779,-0.6427876096865395,0.43388373911755823,-0.900968867902419,120
3,6,30,1,0,-1,1,1,1,0,2,1,9,0,19.0,-0.9914448613738104,-0.13052619222005163,-0.9749279121818236,-0.2225209339563146,30
3,6,60,2,0,-1,1,1,2,0,2,1,19,0,7.5,0.4226182617406995,-0.9063077870366499,0.43388373911755823,-0.900968867902419,120
3,6,30,1,13,4,1,2,2,0,2,1,9,0,7.0,0.2798290140309923,-0.9600498543859286,0.7818314824680298,0.6234898018587336,30
3,6,60,2,0,-1,1,1,2,0,1,1,9,2,7.0,0.06104853953485719,-0.9981347984218669,-0.433883739117558,-0.9009688679024191,120
1,3,30,1,0,-1,1,1,1,0,1,1,20,0,5.0,-0.1434926219911791,-0.9896513868196702,-0.7818314824680299,0.6234898018587334,30
3,7,30,1,17,2,1,1,1,0,2,1,1,0,7.0,-0.38671096163682067,-0.9222009716704518,-2.4492935982947064e-16,1.0,30
1,6,30,1,13,4,1,1,1,0,1,1,21,0,8.0,-0.7660444431189779,-0.6427876096865395,-0.9749279121818236,-0.2225209339563146,30
3,6,30,1,13,4,4,1,1,0,2,1,8,0,8.0,0.2376858923261731,0.9713420698132614,0.7818314824680298,0.6234898018587336,30
2,6,30,1,13,4,1,1,1,0,1,1,9,0,7.0,-0.7604059656000308,0.6494480483301839,-0.9749279121818236,-0.2225209339563146,30
3,6,30,1,0,-1,1,1,1,0,2,1,5,0,12.0,-0.9238795325112868,-0.3826834323650895,0.9749279121818236,-0.22252093395631434,30
3,6,30,1,19,4,1,1,1,0,1,1,9,0,1.0,-0.25881904510252035,-0.9659258262890684,-0.433883739117558,-0.9009688679024191,30
3,6,30,2,13,4,1,1,1,0,2,1,5,0,11.0,-0.8870108331782215,-0.46174861323503436,-0.433883739117558,-0.9009688679024191,60
3,6,30,1,19,-1,4,8,1,0,2,1,9,0,5.0,-0.9153114791194472,0.402746689858737,-2.4492935982947064e-16,1.0,30
2,6,30,1,13,4,4,1,2,0,2,2,9,0,9.0,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,30
2,6,30,2,0,-1,4,1,1,0,1,1,9,0,7.0,-0.9659258262890683,-0.25881904510252063,-2.4492935982947064e-16,1.0,60
3,3,30,1,0,-1,1,1,1,0,2,1,9,0,1.5,-0.9537169507482267,-0.3007057995042738,0.9749279121818236,-0.22252093395631434,30
3,6,30,1,0,-1,4,1,1,0,2,1,1,0,0.0,-0.9659258262890682,0.25881904510252113,0.7818314824680298,0.6234898018587336,30
3,6,30,1,13,4,1,9,9,0,2,1,9,0,2.5,0.8314696123025451,-0.5555702330196023,0.43388373911755823,-0.900968867902419,30
3,3,40,1,13,4,1,1,2,0,2,1,9,0,11.5,-0.4226182617406993,-0.90630778703665,0.7818314824680298,0.6234898018587336,40
3,3,40,1,13,4,1,1,1,0,2,1,9,0,4.0,-0.2923717047227364,-0.9563047559630355,0.7818314824680298,0.6234898018587336,40
3,6,60,2,0,-1,1,1,1,0,1,1,9,2,3.0,0.700909264299851,-0.7132504491541815,-0.9749279121818236,-0.2225209339563146,120
3,6,40,2,0,-1,1,2,2,14,2,1,9,1,8.0,0.14780941112961038,-0.9890158633619168,0.9749279121818236,-0.22252093395631434,80
3,6,30,1,16,4,1,2,2,0,3,1,9,0,7.0,-0.7489557207890022,-0.6626200482157374,-0.433883739117558,-0.9009688679024191,30
2,1,30,1,0,4,4,2,2,0,1,1,11,0,13.0,-0.9930684569549263,-0.1175373974578376,-0.9749279121818236,-0.2225209339563146,30
3,6,30,1,19,4,1,5,2,0,2,1,1,0,3.0,-0.6915130557822693,-0.7223639620597556,-0.433883739117558,-0.9009688679024191,30
3,6,30,1,17,2,1,1,1,0,2,3,9,0,5.5,-0.9978589232386036,0.06540312923014237,0.43388373911755823,-0.900968867902419,30
2,6,30,1,13,4,4,9,1,0,2,1,1,0,7.0,-0.608761429008721,0.7933533402912349,-0.433883739117558,-0.9009688679024191,30
2,3,70,2,0,-1,1,1,1,0,2,2,9,0,6.5,0.28819626813408905,-0.9575713608048145,0.7818314824680298,0.6234898018587336,140
2,6,60,2,0,-1,4,1,1,0,1,1,5,5,23.0,-0.5699967625963029,0.8216469379421637,-2.4492935982947064e-16,1.0,120
3,1,40,1,0,4,1,1,1,0,2,1,1,0,3.5,0.16074256560382594,-0.9869963665602319,-0.433883739117558,-0.9009688679024191,40
3,3,40,1,0,4,1,2,2,0,2,1,9,0,7.5,-0.7547095802227717,-0.6560590289905077,0.9749279121818236,-0.22252093395631434,40
3,1,40,2,0,4,4,1,1,0,2,1,9,0,3.5,-0.8849876374630419,0.4656145203251113,-0.433883739117558,-0.9009688679024191,80
2,6,30,1,19,4,1,1,1,0,2,1,9,5,3.0,-0.9945218953682734,-0.10452846326765336,0.43388373911755823,-0.900968867902419,30
3,6,30,1,0,-1,4,8,2,0,1,2,9,0,6.0,0.8870108331782216,0.4617486132350341,0.7818314824680298,0.6234898018587336,30
3,1,30,1,0,4,1,1,1,0,2,1,5,0,2.0,-0.8141155183563188,-0.5807029557109403,-0.433883739117558,-0.9009688679024191,30
3,1,20,1,0,4,1,1,1,0,2,1,1,0,3.0,-0.9992290362407229,0.039259815759068645,-2.4492935982947064e-16,1.0,20
3,3,30,1,16,2,1,1,1,0,3,1,9,0,4.0,-0.5000000000000001,-0.8660254037844386,-0.433883739117558,-0.9009688679024191,30
2,3,30,1,19,4,1,1,1,0,1,1,9,0,10.0,-0.898794046299167,0.4383711467890774,-0.9749279121818236,-0.2225209339563146,30
3,6,30,1,13,4,1,1,1,0,2,1,9,0,9.0,0.7933533402912352,-0.6087614290087207,0.43388373911755823,-0.900968867902419,30
3,6,30,1,13,4,1,1,1,0,1,1,9,0,2.0,0.36650122672429714,-0.9304175679820246,-2.4492935982947064e-16,1.0,30
2,6,30,1,0,-1,1,1,1,0,2,1,1,0,9.0,-0.3624380382837015,-0.9320078692827986,-2.4492935982947064e-16,1.0,30
3,6,30,1,16,2,1,1,1,0,2,1,1,0,6.0,-0.25881904510252035,-0.9659258262890684,0.43388373911755823,-0.900968867902419,30
3,6,30,1,13,2,4,1,1,0,2,4,9,0,11.5,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,30
2,3,40,1,0,-1,4,7,2,0,1,1,9,0,0.0,0.766044443118978,0.6427876096865394,0.7818314824680298,0.6234898018587336,40
3,6,30,1,0,-1,1,1,1,0,1,1,3,0,7.0,-0.953716950748227,0.3007057995042726,-0.7818314824680299,0.6234898018587334,30
3,1,30,1,0,2,1,1,1,0,5,1,9,0,10.4,-0.4617486132350337,-0.8870108331782218,0.43388373911755823,-0.900968867902419,30
3,6,30,1,13,4,1,1,1,0,2,1,9,0,6.5,0.2036417511401777,-0.9790454724845838,-0.433883739117558,-0.9009688679024191,30
3,6,30,1,13,4,4,1,2,0,2,1,9,0,7.0,-0.23344536385590609,0.9723699203976764,-2.4492935982947064e-16,1.0,30
3,6,30,1,16,2,4,1,1,0,3,4,9,5,5.333333333333333,-0.36243803828370186,0.9320078692827984,-2.4492935982947064e-16,1.0,30
3,6,30,1,0,-1,1,1,1,0,2,1,9,1,7.5,-0.9670459389139432,0.2546019482055274,0.9749279121818236,-0.22252093395631434,30
2,6,30,1,19,4,1,1,1,0,2,1,4,0,4.5,-0.3624380382837015,-0.9320078692827986,-0.9749279121818236,-0.2225209339563146,30
3,3,30,2,0,4,1,1,1,0,2,1,9,0,1.5,0.7547095802227718,-0.6560590289905075,-0.7818314824680299,0.6234898018587334,60
3,6,60,2,0,-1,1,1,1,0,2,1,9,0,5.0,0.766044443118978,-0.6427876096865394,-0.9749279121818236,-0.2225209339563146,120
3,3,30,2,0,-1,1,1,2,0,3,1,9,0,5.0,-0.8290375725550414,-0.5591929034707472,-0.7818314824680299,0.6234898018587334,60
3,6,30,1,0,-1,1,1,1,0,1,2,9,0,13.0,-0.27982901403099203,-0.9600498543859287,-0.433883739117558,-0.9009688679024191,30
3,6,30,1,0,-1,1,2,2,0,2,2,9,0,7.5,-0.4226182617406993,-0.90630778703665,-0.9749279121818236,-0.2225209339563146,30
3,3,50,1,0,4,1,1,1,0,2,1,9,0,1.5,-0.9990482215818578,-0.04361938736533613,0.9749279121818236,-0.22252093395631434,50
3,3,30,1,0,-1,1,1,1,0,2,1,5,5,6.0,0.5187732581605218,-0.8549118706729464,0.43388373911755823,-0.900968867902419,30
3,6,30,1,19,4,1,1,2,0,2,2,9,0,16.5,0.7283709698824006,-0.6851829903263589,0.9749279121818236,-0.22252093395631434,30
2,6,30,1,16,4,1,1,1,0,1,1,9,0,6.0,-0.25881904510252035,-0.9659258262890684,-0.7818314824680299,0.6234898018587334,30
2,6,30,2,13,4,1,1,1,0,2,1,1,0,2.5,0.7716245833877202,-0.6360782202777637,0.43388373911755823,-0.900968867902419,60
2,6,30,1,19,2,4,1,1,0,1,1,9,0,8.0,0.10886687485196457,0.9940563382223196,-2.4492935982947064e-16,1.0,30
2,6,40,2,0,-1,4,1,1,0,1,1,9,0,5.0,0.21643961393810288,0.9762960071199334,-0.7818314824680299,0.6234898018587334,80
3,6,30,1,13,4,1,1,1,0,1,1,11,0,7.0,0.5224985647159489,-0.8526401643540922,-0.433883739117558,-0.9009688679024191,30
3,6,30,1,16,2,1,1,1,0,2,1,1,2,2.0,-0.9807852804032304,0.1950903220161283,-0.9749279121818236,-0.2225209339563146,30
3,6,30,1,19,2,4,2,2,13,3,1,9,0,7.333333333333333,0.9965655024977614,-0.08280820751220423,-0.9749279121818236,-0.2225209339563146,30
3,3,40,1,16,2,1,1,2,0,1,1,9,0,7.0,-0.6087614290087207,-0.7933533402912352,-0.9749279121818236,-0.2225209339563146,40
2,6,30,1,13,4,4,1,2,0,1,1,9,0,9.0,-0.9153114791194472,0.402746689858737,-0.7818314824680299,0.6234898018587334,30
3,6,30,1,0,4,1,1,1,0,2,1,9,0,13.0,-0.08715574274765794,-0.9961946980917455,0.9749279121818236,-0.22252093395631434,30
2,6,30,1,0,-1,1,2,2,0,1,1,9,0,14.0,-0.9153114791194471,-0.40274668985873735,-0.9749279121818236,-0.2225209339563146,30
3,6,30,1,0,-1,1,1,1,0,2,1,9,0,8.0,0.04361938736533607,-0.9990482215818578,-0.9749279121818236,-0.2225209339563146,30
3,3,70,2,0,-1,1,1,1,0,2,1,9,0,7.0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,140
2,6,30,1,16,4,1,1,1,0,2,1,1,0,7.5,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,30
1,6,30,1,13,4,1,1,1,0,1,1,9,0,5.0,-0.9600498543859286,-0.27982901403099236,0.43388373911755823,-0.900968867902419,30
3,6,30,1,13,4,4,1,1,0,1,1,9,0,8.0,0.02181488503456112,0.9997620270799091,-2.4492935982947064e-16,1.0,30
