collision_index,collision_year,collision_ref_no,vehicle_reference,casualty_reference,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,casualty_severity,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_imd_decile,lsoa_of_casualty,enhanced_casualty_severity,casualty_injury_based,casualty_adjusted_severity_serious,casualty_adjusted_severity_slight,casualty_distance_banding
2022010385296,2022,010385296,1,1,1,1,47,8,3,0,0,0,0,0,1,2,E01000021,-1,0,0,1,-1
2022161179693,2022,161179693,1,1,1,1,9,2,2,0,0,0,0,0,1,9,E01012920,7,1,1,0,-1
2022430022326,2022,430022326,2,1,1,1,18,4,2,0,0,0,0,0,3,-1,-1,-1,0,1,0,-1
2022131180763,2022,131180763,1,1,1,1,59,9,3,0,0,0,0,0,9,-1,-1,3,1,0,1,-1
2022361160913,2022,361160913,1,3,2,2,22,5,3,0,0,2,0,0,9,6,E01026707,3,1,0,1,-1
2022610011522,2022,610011522,1,4,2,1,15,3,3,0,0,2,0,0,9,2,W01001352,-1,0,0.0445,0.9555,-1
2022010372589,2022,010372589,1,1,1,1,35,6,3,0,0,0,0,0,9,4,E01003782,-1,0,0,1,-1
2022320374158,2022,320374158,1,1,2,2,39,7,2,0,0,1,0,0,9,4,E01026268,-1,0,1,0,-1
2022141134268,2022,141134268,1,1,3,1,13,3,2,5,3,0,0,0,0,1,E01007655,7,1,1,0,-1
2022061214659,2022,061214659,1,1,1,1,35,6,3,0,0,0,0,0,1,-1,-1,3,1,0,1,-1
2022010400054,2022,010400054,1,1,2,2,41,7,3,0,0,1,0,0,9,6,E01002373,-1,0,0,1,-1
2022461244404,2022,461244404,2,1,1,1,58,9,3,0,0,0,0,0,9,5,E01024532,3,1,0,1,-1
2022471144534,2022,471144534,2,1,1,1,57,9,3,0,0,0,0,0,9,4,E01031522,3,1,0,1,-1
2022991229286,2022,991229286,1,1,2,2,17,4,3,0,0,2,0,0,9,8,-1,3,1,0,1,-1
2022010414837,2022,010414837,2,2,1,1,18,4,3,0,0,0,0,0,3,6,E01001597,-1,0,0,1,-1
2022552200952,2022,552200952,2,1,1,1,26,6,3,0,0,0,0,0,3,6,E01015368,-1,0,0.13597,0.86403,-1
2022311185362,2022,311185362,1,1,1,1,23,5,2,0,0,0,0,0,9,3,E01013873,6,1,1,0,-1
2022461206798,2022,461206798,2,1,1,1,34,6,3,0,0,0,0,0,9,5,E01033577,3,1,0,1,-1
2022010403082,2022,010403082,1,1,1,1,60,9,3,0,0,0,0,0,1,2,E01003557,-1,0,0,1,-1
2022141195378,2022,141195378,3,1,1,2,36,7,3,0,0,0,0,0,9,-1,-1,3,1,0,1,-1
2022440506026,2022,440506026,2,1,1,2,58,9,3,0,0,0,0,0,9,10,E01022852,-1,0,0.03459,0.96541,-1
2022501146625,2022,501146625,1,1,1,1,46,8,2,0,0,0,0,0,9,4,E01020065,7,1,1,0,-1
2022010366536,2022,010366536,1,2,1,1,30,6,2,0,0,0,0,0,9,3,E01000009,-1,0,1,0,-1
2022010395084,2022,010395084,1,2,2,1,49,8,2,0,0,2,0,0,9,7,E01000118,-1,0,1,0,-1
2022201214499,2022,201214499,1,1,1,1,41,7,2,0,0,0,0,0,90,3,E01009773,6,1,1,0,-1
2022010376867,2022,010376867,1,1,1,2,37,7,3,0,0,0,0,0,9,8,E01002207,-1,0,0,1,-1
2022010403848,2022,010403848,1,1,1,2,33,6,3,0,0,0,0,0,9,9,E01022692,-1,0,0,1,-1
2022471134864,2022,471134864,1,1,1,2,82,11,2,0,0,0,0,0,9,5,E01031467,6,1,1,0,-1
2022501236019,2022,501236019,1,3,2,1,17,4,2,0,0,1,0,0,9,2,E01015192,6,1,1,0,-1
202263A109222,2022,63A109222,2,1,1,1,49,8,2,0,0,0,0,0,9,7,W01000679,-1,0,1,0,-1
2022170S10402,2022,170S10402,1,1,1,1,41,7,2,0,0,0,0,0,9,3,E01012206,-1,0,1,0,-1
2022201195241,2022,201195241,2,1,1,1,27,6,3,0,0,0,0,0,9,-1,-1,3,1,0,1,-1
2022401187057,2022,401187057,2,1,1,1,39,7,3,0,0,0,0,0,9,10,E01018245,3,1,0,1,-1
20225222BR097,2022,5222BR097,2,1,1,2,29,6,2,0,0,0,0,0,-1,2,E01014568,-1,0,1,0,-1
2022010406727,2022,010406727,1,1,1,1,25,5,3,0,0,0,0,0,3,3,E01000640,-1,0,0,1,-1
2022010382396,2022,010382396,1,1,3,2,-1,-1,3,10,9,0,0,0,0,5,E01002123,-1,0,0,1,-1
2022010385751,2022,010385751,1,1,3,2,81,11,3,8,3,0,0,0,0,5,E01003292,-1,0,0,1,-1
2022052200725,2022,052200725,2,1,1,1,35,6,3,0,0,0,0,0,8,1,E01006552,-1,0,0.00592,0.99408,-1
2022991157599,2022,991157599,2,2,2,2,39,7,3,0,0,1,0,0,8,10,-1,3,1,0,1,-1
2022461197967,2022,461197967,1,1,1,2,19,4,3,0,0,0,0,0,9,1,E01024507,3,1,0,1,-1
2022991133695,2022,991133695,1,1,1,2,42,7,2,0,0,0,0,0,9,1,-1,6,1,1,0,-1
2022010399951,2022,010399951,1,2,2,1,21,5,3,0,0,0,0,0,4,4,E01002180,-1,0,0,1,-1
2022430380650,2022,430380650,1,1,3,1,38,7,3,9,5,0,0,0,0,3,E01016465,-1,0,0.13458,0.86542,-1
2022010372844,2022,010372844,2,2,2,2,6,2,3,0,0,1,0,0,9,10,E01021805,-1,0,0,1,-1
2022061189622,2022,061189622,1,1,1,1,59,9,3,0,0,0,0,0,9,9,E01004937,3,1,0,1,-1
2022201155992,2022,201155992,1,1,2,1,56,9,3,0,0,2,0,0,9,1,E01009892,3,1,0,1,-1
2022991235953,2022,991235953,2,1,1,1,78,11,3,0,0,0,0,0,9,9,-1,3,1,0,1,-1
2022010382136,2022,010382136,1,3,2,2,56,9,3,0,0,0,4,0,11,3,E01001688,-1,0,0,1,-1
2022311191936,2022,311191936,1,1,1,1,85,11,2,0,0,0,0,0,22,7,E01027995,5,1,1,0,-1
2022201151282,2022,201151282,1,1,3,1,13,3,3,1,3,0,0,0,0,6,E01010079,3,1,0,1,-1
2022010371236,2022,010371236,2,1,1,1,25,5,2,0,0,0,0,0,1,5,E01003703,-1,0,1,0,-1
2022546063322,2022,546063322,1,1,1,1,26,6,2,0,0,0,0,0,3,7,E01014907,-1,0,1,0,-1
2022061155608,2022,061155608,1,1,3,2,24,5,3,4,1,0,0,0,0,3,E01006358,3,1,0,1,-1
2022052202611,2022,052202611,2,1,2,2,8,2,3,0,0,1,0,0,9,1,E01006919,-1,0,0.0092,0.9908,-1
2022070743879,2022,070743879,2,1,1,1,29,6,3,0,0,0,0,0,9,1,E01005113,-1,0,0.05065,0.94935,-1
2022320726524,2022,320726524,2,2,1,2,58,9,2,0,0,0,0,0,9,6,E01026411,-1,0,1,0,-1
2022610001822,2022,610001822,1,1,1,1,20,4,3,0,0,1,0,0,9,-1,-1,-1,0,0.09708,0.90292,-1
2022622200696,2022,622200696,1,2,2,1,58,9,3,0,0,1,0,0,9,10,W01001090,-1,0,0.1035,0.8965,-1
2022421155362,2022,421155362,1,1,3,2,79,11,3,5,1,0,0,0,0,4,E01015871,3,1,0,1,-1
2022430535368,2022,430535368,2,1,1,1,55,8,2,0,0,0,0,0,1,8,E01028547,-1,0,1,0,-1
2022010406142,2022,010406142,1,2,2,1,35,6,3,0,0,1,0,0,9,4,E01002794,-1,0,0,1,-1
2022041164228,2022,041164228,2,1,1,1,63,9,2,0,0,0,0,0,19,4,E01012428,7,1,1,0,-1
2022421254876,2022,421254876,1,1,3,1,36,7,3,4,3,0,0,0,0,7,E01021966,3,1,0,1,-1
2022544905022,2022,544905022,2,1,1,2,14,3,3,0,0,0,0,0,1,5,E01032075,-1,0,0.02832,0.97168,-1
2022371214424,2022,371214424,2,1,1,1,55,8,3,0,0,0,0,0,5,8,E01022093,3,1,0,1,-1
2022010389965,2022,010389965,1,1,1,1,58,9,3,0,0,0,0,0,9,6,E01003149,-1,0,0,1,-1
2022010407335,2022,010407335,1,1,1,1,44,7,3,0,0,0,0,0,9,9,E01004111,-1,0,0,1,-1
2022061163204,2022,061163204,2,1,2,2,61,9,3,0,0,1,0,0,9,-1,-1,3,1,0,1,-1
2022302202087,2022,302202087,3,2,1,2,57,9,3,0,0,0,0,0,9,4,E01013548,-1,0,0.02287,0.97713,-1
2022451252171,2022,451252171,1,1,1,1,32,6,2,0,0,0,0,0,9,9,E01031719,7,1,1,0,-1
2022131129794,2022,131129794,2,2,2,1,36,7,3,0,0,1,0,0,9,6,E01011885,3,1,0,1,-1
2022991149394,2022,991149394,2,1,1,1,38,7,2,0,0,0,0,0,1,9,-1,7,1,1,0,-1
2022010391584,2022,010391584,1,1,1,1,18,4,3,0,0,0,0,0,3,2,E01001328,-1,0,0,1,-1
2022010381611,2022,010381611,1,1,1,1,42,7,3,0,0,0,0,0,19,8,E01030592,-1,0,0,1,-1
2022332200474,2022,332200474,1,1,1,1,45,7,3,0,0,0,0,0,19,2,E01013721,-1,0,0.0442,0.9558,-1
2022010357000,2022,010357000,1,2,2,2,18,4,3,0,0,2,0,0,9,6,E01001570,-1,0,0,1,-1
2022231234610,2022,231234610,1,3,2,2,2,1,3,0,0,2,0,0,9,1,E01012038,3,1,0,1,-1
2022451221254,2022,451221254,1,1,1,2,20,4,3,0,0,0,0,0,9,10,E01028407,3,1,0,1,-1
202263D052722,2022,63D052722,1,1,1,1,20,4,3,0,0,0,0,0,9,1,W01001274,-1,0,0.08849,0.91151,-1
2022991194907,2022,991194907,1,2,2,2,22,5,3,0,0,2,0,0,9,-1,-1,3,1,0,1,-1
2022010397976,2022,010397976,1,1,3,2,48,8,3,5,3,0,0,0,0,9,E01000349,-1,0,0,1,-1
2022041225967,2022,041225967,1,1,3,1,23,5,3,9,7,0,0,0,0,1,E01012619,3,1,0,1,-1
2022440188346,2022,440188346,1,1,3,2,18,4,3,5,3,0,0,0,0,5,E01017307,-1,0,0.17067,0.82933,-1
2022061150666,2022,061150666,1,1,1,1,42,7,2,0,0,0,0,0,1,9,E01005747,6,1,1,0,-1
2022471192523,2022,471192523,2,1,1,1,50,8,3,0,0,0,0,0,3,2,E01016944,3,1,0,1,-1
2022430042100,2022,430042100,2,1,1,1,21,5,3,0,0,0,0,0,5,2,E01016718,-1,0,0.16076,0.83924,-1
2022052202682,2022,052202682,2,1,1,1,72,10,3,0,0,0,0,0,8,1,E01006881,-1,0,0.01027,0.98973,-1
2022131246249,2022,131246249,2,3,2,2,21,5,3,0,0,2,0,0,9,3,E01011444,3,1,0,1,-1
2022161186979,2022,161186979,2,1,1,2,19,4,2,0,0,0,0,0,9,8,E01013028,6,1,1,0,-1
2022332200096,2022,332200096,2,2,1,1,34,6,3,0,0,0,0,0,9,6,E01028416,-1,0,0.03023,0.96977,-1
2022471225307,2022,471225307,3,2,1,2,40,7,2,0,0,0,0,0,9,7,E01033106,7,1,1,0,-1
2022131144049,2022,131144049,2,2,1,1,64,9,3,0,0,0,0,0,9,8,E01017468,3,1,0,1,-1
2022122200419,2022,122200419,2,1,1,1,67,10,3,0,0,0,0,0,1,10,E01027641,-1,0,0.15714,0.84286,-1
2022052202449,2022,052202449,2,1,1,1,24,5,3,0,0,0,0,0,4,1,E01007013,-1,0,0.14489,0.85511,-1
2022041248732,2022,041248732,2,1,1,1,58,9,3,0,0,0,0,0,9,7,E01025195,3,1,0,1,-1
2022131153224,2022,131153224,2,1,2,1,19,4,3,0,0,1,0,0,9,8,E01011590,3,1,0,1,-1
2022440130636,2022,440130636,1,1,1,2,20,4,3,0,0,0,0,0,9,2,E01028567,-1,0,0.06226,0.93774,-1
2022131147854,2022,131147854,2,5,2,2,23,5,3,0,0,2,0,0,9,1,E01010733,3,1,0,1,-1
2022501220985,2022,501220985,1,2,1,1,39,7,3,0,0,0,0,0,9,6,E01020056,3,1,0,1,-1
2022041217695,2022,041217695,2,1,3,2,66,10,3,9,5,0,0,0,0,-1,-1,3,1,0,1,-1
2022131253267,2022,131253267,1,1,3,2,13,3,2,5,9,0,0,2,0,3,E01011478,7,1,1,0,-1
2022440284408,2022,440284408,2,1,1,1,18,4,2,0,0,0,0,0,1,4,E01017042,-1,0,1,0,-1
2022041164630,2022,041164630,2,1,1,1,53,8,2,0,0,0,0,0,4,5,E01025095,5,1,1,0,-1
2022010362661,2022,010362661,1,1,1,2,54,8,3,0,0,0,0,0,9,2,E01004524,-1,0,0,1,-1
2022320358883,2022,320358883,2,1,1,1,21,5,3,0,0,0,0,0,9,4,E01026183,-1,0,0.02446,0.97554,-1
2022010364934,2022,010364934,1,1,1,2,26,6,3,0,0,0,0,0,1,4,E01003230,-1,0,0,1,-1
2022010375077,2022,010375077,2,1,1,2,28,6,3,0,0,0,0,0,9,3,E01000806,-1,0,0,1,-1
2022061188818,2022,061188818,2,3,2,2,72,10,3,0,0,1,0,0,9,8,E01025344,3,1,0,1,-1
2022101143219,2022,101143219,2,2,2,2,78,11,3,0,0,1,0,0,9,2,E01008820,3,1,0,1,-1
2022010402941,2022,010402941,1,1,1,1,33,6,3,0,0,0,0,0,3,3,E01003587,-1,0,0,1,-1
2022440155625,2022,440155625,2,1,1,1,59,9,2,0,0,0,0,0,5,10,E01028686,-1,0,1,0,-1
2022010417964,2022,010417964,1,1,1,1,20,4,3,0,0,0,0,0,9,-1,-1,-1,0,0,1,-1
2022041161048,2022,041161048,1,1,1,2,25,5,3,0,0,0,0,0,9,9,E01025453,3,1,0,1,-1
2022221164929,2022,221164929,1,2,2,1,8,2,3,0,0,2,0,0,9,10,E01032337,3,1,0,1,-1
2022421211021,2022,421211021,2,1,1,2,36,7,3,0,0,0,0,0,9,4,E01003672,3,1,0,1,-1
2022461215950,2022,461215950,2,2,2,2,33,6,3,0,0,-1,0,0,9,-1,-1,3,1,0,1,-1
202260B025257,2022,60B025257,1,1,1,1,30,6,2,0,0,0,0,0,9,-1,-1,-1,0,1,0,-1
2022131140325,2022,131140325,1,1,3,1,11,3,3,5,1,0,0,2,0,5,E01011099,3,1,0,1,-1
2022221186898,2022,221186898,1,1,3,1,32,6,3,5,1,0,0,0,0,8,E01032427,3,1,0,1,-1
2022320617256,2022,320617256,1,1,3,1,47,8,2,9,9,0,0,0,0,9,E01026334,-1,0,1,0,-1
2022101192294,2022,101192294,1,1,1,1,55,8,3,0,0,0,0,0,5,6,E01027517,3,1,0,1,-1
2022131182162,2022,131182162,2,1,2,2,28,6,3,0,0,1,0,0,9,1,E01010817,3,1,0,1,-1
2022371147748,2022,371147748,1,1,1,1,32,6,2,0,0,0,0,0,9,10,E01021569,7,1,1,0,-1
2022131150546,2022,131150546,1,1,3,1,15,3,2,8,2,0,0,2,0,3,E01011097,5,1,1,0,-1
2022201223869,2022,201223869,1,1,1,1,51,8,3,0,0,0,0,0,9,1,E01014118,3,1,0,1,-1
2022010365548,2022,010365548,3,1,1,2,35,6,3,0,0,0,0,0,1,4,E01000746,-1,0,0,1,-1
2022141248492,2022,141248492,2,2,1,1,52,8,3,0,0,0,0,0,9,10,E01008126,3,1,0,1,-1
2022501243161,2022,501243161,2,1,2,2,6,2,3,0,0,0,4,0,11,2,E01020141,3,1,0,1,-1
2022052201143,2022,052201143,2,1,1,2,47,8,3,0,0,0,0,0,1,-1,-1,-1,0,0.09375,0.90625,-1
2022101171769,2022,101171769,1,1,1,1,63,9,3,0,0,0,0,0,9,2,E01008341,3,1,0,1,-1
2022161233520,2022,161233520,2,1,1,1,31,6,3,0,0,0,0,0,9,-1,-1,3,1,0,1,-1
2022221181755,2022,221181755,1,1,1,1,51,8,3,0,0,0,0,0,9,6,E01014189,3,1,0,1,-1
2022411181152,2022,411181152,1,1,1,2,65,9,3,0,0,0,0,0,9,10,E01023441,3,1,0,1,-1
202263B080522,2022,63B080522,2,1,1,1,49,8,3,0,0,0,0,0,1,5,W01000533,-1,0,0.08219,0.91781,-1
2022010375224,2022,010375224,2,1,1,1,23,5,3,0,0,0,0,0,3,1,E01001517,-1,0,0,1,-1
2022010402727,2022,010402727,1,1,1,2,28,6,3,0,0,0,0,0,3,3,E01001154,-1,0,0,1,-1
2022131184047,2022,131184047,2,1,1,1,40,7,3,0,0,0,0,0,3,1,E01011730,3,1,0,1,-1
2022070721160,2022,070721160,2,1,1,2,36,7,3,0,0,0,0,0,9,-1,-1,-1,0,0.01833,0.98167,-1
2022141159066,2022,141159066,2,1,1,2,35,6,3,0,0,0,0,0,9,-1,-1,3,1,0,1,-1
2022101147821,2022,101147821,2,1,1,2,48,8,3,0,0,0,0,0,1,10,E01027513,3,1,0,1,-1
2022471177871,2022,471177871,1,1,3,1,1,1,3,1,1,0,0,0,0,4,E01031788,3,1,0,1,-1
2022531201654,2022,531201654,2,1,1,1,52,8,2,0,0,0,0,0,1,6,E01022162,7,1,1,0,-1
2022041184463,2022,041184463,1,1,1,1,20,4,3,0,0,0,0,0,3,7,E01024961,3,1,0,1,-1
2022010395950,2022,010395950,1,1,1,2,45,7,3,0,0,0,0,0,9,9,E01002107,-1,0,0,1,-1
2022440170348,2022,440170348,1,1,2,2,11,3,3,0,0,2,0,0,9,5,E01022842,-1,0,0.04322,0.95678,-1
2022430085283,2022,430085283,1,1,3,1,26,6,3,6,9,0,0,0,0,10,E01016227,-1,0,0.12151,0.87849,-1
2022161207559,2022,161207559,2,1,1,1,53,8,3,0,0,0,0,0,1,4,E01012816,3,1,0,1,-1
2022501224762,2022,501224762,1,2,2,1,21,5,3,0,0,1,0,0,9,3,E01015095,3,1,0,1,-1
2022320739093,2022,320739093,3,1,1,1,76,11,3,0,0,0,0,0,9,9,E01026355,-1,0,0.07739,0.92261,-1
202234WNC8192,2022,34WNC8192,1,3,2,1,16,4,3,0,0,2,0,0,9,10,E01031155,-1,0,0.08663,0.91337,-1
2022371215716,2022,371215716,2,2,2,2,67,10,3,0,0,-1,0,0,9,1,E01022001,3,1,0,1,-1
2022421204295,2022,421204295,2,1,2,2,34,6,3,0,0,1,0,0,9,3,E01021291,3,1,0,1,-1
2022610055522,2022,610055522,1,1,1,1,33,6,3,0,0,0,0,0,9,2,W01001501,-1,0,0.07964,0.92036,-1
2022440141076,2022,440141076,1,1,1,2,24,5,3,0,0,0,0,0,5,3,E01017220,-1,0,0.23519,0.76481,-1
2022010390720,2022,010390720,1,1,1,1,48,8,3,0,0,0,0,0,9,6,E01002351,-1,0,0,1,-1
2022131147875,2022,131147875,1,2,2,2,35,6,3,0,0,1,0,0,9,9,E01011641,3,1,0,1,-1
2022131239587,2022,131239587,1,1,1,2,48,8,3,0,0,0,0,0,9,1,E01010782,3,1,0,1,-1
2022361190481,2022,361190481,1,1,1,1,52,8,2,0,0,0,0,0,9,8,E01030242,6,1,1,0,-1
2022401181955,2022,401181955,2,1,2,1,35,6,3,0,0,1,0,0,9,3,E01017619,3,1,0,1,-1
2022302202007,2022,302202007,2,1,1,2,45,7,3,0,0,0,0,0,9,4,E01027981,-1,0,0.01674,0.98326,-1
2022430415348,2022,430415348,1,1,3,2,68,10,3,5,2,0,0,0,0,10,E01017749,-1,0,0.17702,0.82298,-1
2022010390097,2022,010390097,2,1,1,2,24,5,3,0,0,0,0,0,1,4,E01033730,-1,0,0,1,-1
2022351141822,2022,351141822,2,1,1,1,42,7,2,0,0,0,0,0,5,5,E01017997,5,1,1,0,-1
2022221259700,2022,221259700,2,2,2,2,28,6,3,0,0,1,0,0,9,1,E01032204,3,1,0,1,-1
2022351166662,2022,351166662,2,2,1,1,25,5,3,0,0,0,0,0,19,8,E01030122,3,1,0,1,-1
2022010398882,2022,010398882,1,1,1,2,50,8,3,0,0,0,0,0,9,5,E01016118,-1,0,0,1,-1
2022131182316,2022,131182316,2,1,1,2,29,6,3,0,0,0,0,0,9,1,E01010679,3,1,0,1,-1
2022440359551,2022,440359551,1,1,1,2,38,7,3,0,0,0,0,0,9,10,E01022497,-1,0,0.04186,0.95814,-1
2022440420102,2022,440420102,2,2,2,2,22,5,3,0,0,1,0,0,9,4,E01017135,-1,0,0.01495,0.98505,-1
2022540891822,2022,540891822,1,1,1,1,48,8,3,0,0,0,0,0,9,8,E01031885,-1,0,0.05227,0.94773,-1
2022543444022,2022,543444022,2,2,2,2,53,8,3,0,0,1,0,0,9,8,E01032095,-1,0,0.0356,0.9644,-1
202254D091822,2022,54D091822,2,1,1,1,18,4,3,0,0,0,0,0,9,9,E01032099,-1,0,0.01564,0.98436,-1
2022552200345,2022,552200345,2,1,2,2,21,5,3,0,0,1,0,0,9,4,E01032644,-1,0,0.02723,0.97277,-1
2022201216745,2022,201216745,1,1,3,1,41,7,3,6,9,0,0,2,0,4,E01009065,3,1,0,1,-1
2022471133539,2022,471133539,2,1,1,1,15,3,3,0,0,0,0,0,1,4,E01020974,3,1,0,1,-1
2022010374801,2022,010374801,2,1,2,2,18,4,3,0,0,2,0,0,9,4,E01004465,-1,0,0,1,-1
2022010354294,2022,010354294,1,1,3,1,19,4,3,5,9,0,0,0,0,2,E01000045,-1,0,0,1,-1
2022131133157,2022,131133157,1,1,1,1,34,6,2,0,0,0,0,0,1,-1,-1,5,1,1,0,-1
2022101230520,2022,101230520,2,1,2,2,10,2,3,0,0,2,0,0,9,-1,-1,3,1,0,1,-1
2022031212178,2022,031212178,1,1,3,1,18,4,2,10,9,0,0,2,0,5,E01019310,7,1,1,0,-1
2022231233819,2022,231233819,4,2,2,1,55,8,3,0,0,2,0,0,8,1,E01031057,3,1,0,1,-1
2022010401614,2022,010401614,1,1,1,1,62,9,3,0,0,0,0,0,9,10,E01030581,-1,0,0,1,-1
202234NNC2412,2022,34NNC2412,1,1,1,1,42,7,3,0,0,0,0,0,9,6,E01027045,-1,0,0.1074,0.8926,-1
2022430143975,2022,430143975,1,2,2,1,17,4,3,0,0,1,0,0,9,6,E01016564,-1,0,0.06787,0.93213,-1
2022010377600,2022,010377600,1,3,2,1,4,1,3,0,0,0,4,0,11,1,E01001510,-1,0,0,1,-1
2022201152669,2022,201152669,1,1,3,1,11,3,3,1,9,0,0,0,0,1,E01009128,3,1,0,1,-1
2022010409284,2022,010409284,2,2,1,1,52,8,3,0,0,0,0,0,9,9,E01002263,-1,0,0,1,-1
2022131189071,2022,131189071,1,1,2,1,19,4,3,0,0,2,0,0,9,5,E01011801,3,1,0,1,-1
2022451170186,2022,451170186,1,1,1,1,52,8,3,0,0,0,0,0,9,5,E01003083,3,1,0,1,-1
2022451257022,2022,451257022,1,2,2,2,17,4,3,0,0,1,0,0,9,8,E01030575,3,1,0,1,-1
2022501214065,2022,501214065,2,1,1,1,19,4,3,0,0,0,0,0,9,5,E01019066,3,1,0,1,-1
202263A086522,2022,63A086522,2,2,1,2,34,6,2,0,0,0,0,0,9,2,W01000659,-1,0,1,0,-1
2022131195788,2022,131195788,2,3,2,1,60,9,3,0,0,0,4,0,11,1,E01011667,3,1,0,1,-1
2022320024540,2022,320024540,1,1,1,1,34,6,3,0,0,0,0,0,19,4,E01015655,-1,0,0.08951,0.91049,-1
2022010376409,2022,010376409,1,1,3,2,37,7,2,4,2,0,0,0,0,-1,-1,-1,0,1,0,-1
2022010390450,2022,010390450,1,1,1,2,34,6,3,0,0,0,0,0,1,6,E01001160,-1,0,0,1,-1
2022010416536,2022,010416536,1,1,1,-1,48,8,3,0,0,0,0,0,1,4,E01001736,-1,0,0,1,-1
2022131134478,2022,131134478,2,1,1,2,60,9,3,0,0,0,0,0,1,1,E01011358,3,1,0,1,-1
2022451215098,2022,451215098,2,1,1,1,46,8,3,0,0,0,0,0,5,-1,-1,3,1,0,1,-1
2022201231498,2022,201231498,2,2,1,1,65,9,3,0,0,0,0,0,9,3,E01009138,3,1,0,1,-1
2022221244903,2022,221244903,2,1,1,1,41,7,3,0,0,0,0,0,9,3,E01014153,3,1,0,1,-1
2022461182751,2022,461182751,2,3,2,2,12,3,3,0,0,1,0,0,9,3,E01024497,3,1,0,1,-1
2022991160883,2022,991160883,2,2,1,1,58,9,3,0,0,0,0,0,9,10,-1,3,1,0,1,-1
2022061226881,2022,061226881,1,1,3,1,-1,-1,3,1,1,0,0,2,0,1,E01005270,3,1,0,1,-1
2022430487875,2022,430487875,1,1,1,2,33,6,3,0,0,0,0,0,1,10,E01016591,-1,0,0.04425,0.95575,-1
2022010356220,2022,010356220,1,1,1,1,40,7,2,0,0,0,0,0,5,-1,-1,-1,0,1,0,-1
2022122200713,2022,122200713,1,1,1,2,74,10,3,0,0,0,0,0,9,10,E01027699,-1,0,0.05417,0.94583,-1
202254D248722,2022,54D248722,2,3,2,2,46,8,3,0,0,1,0,0,9,9,E01031858,-1,0,0.04524,0.95476,-1
2022070509309,2022,070509309,1,3,3,2,18,4,2,9,5,0,0,0,0,10,E01006195,-1,0,1,0,-1
2022991218726,2022,991218726,1,1,1,1,26,6,3,0,0,0,0,0,1,1,-1,3,1,0,1,-1
2022031156703,2022,031156703,1,1,1,1,76,11,3,0,0,0,0,0,9,6,E01019338,3,1,0,1,-1
2022010407324,2022,010407324,2,1,1,1,21,5,2,0,0,0,0,0,23,4,E01001225,-1,0,1,0,-1
2022161191435,2022,161191435,2,2,3,2,20,4,3,6,5,0,0,0,0,7,E01013333,3,1,0,1,-1
2022501213581,2022,501213581,1,1,3,1,36,7,3,5,3,0,0,0,0,2,E01015044,3,1,0,1,-1
2022010412347,2022,010412347,1,1,1,-1,26,6,3,0,0,0,0,0,1,6,E01004588,-1,0,0,1,-1
2022010401725,2022,010401725,1,2,2,1,74,10,3,0,0,1,0,0,9,4,E01002487,-1,0,0,1,-1
2022101164068,2022,101164068,2,1,2,1,69,10,3,0,0,1,0,0,9,1,E01008524,3,1,0,1,-1
2022010360852,2022,010360852,2,1,1,1,47,8,3,0,0,0,0,0,3,5,E01002584,-1,0,0,1,-1
2022070131828,2022,070131828,1,1,1,1,71,10,3,0,0,0,0,0,9,-1,-1,-1,0,0.06283,0.93717,-1
2022070631733,2022,070631733,2,1,2,1,89,11,3,0,0,1,0,0,9,6,E01018450,-1,0,0.06679,0.93321,-1
2022351265862,2022,351265862,2,2,1,2,31,6,3,0,0,0,0,0,9,10,E01018007,3,1,0,1,-1
2022411201504,2022,411201504,2,2,1,2,19,4,3,0,0,0,0,0,9,4,E01023794,3,1,0,1,-1
2022411246673,2022,411246673,1,1,2,1,14,3,3,0,0,1,0,0,9,6,E01023848,3,1,0,1,-1
2022501197445,2022,501197445,1,1,1,2,39,7,3,0,0,0,0,0,9,9,E01015208,3,1,0,1,-1
2022010397433,2022,010397433,1,1,1,2,40,7,3,0,0,0,0,0,9,3,E01001397,-1,0,0,1,-1
2022201207614,2022,201207614,1,2,2,2,-1,-1,3,0,0,2,0,0,9,4,E01010112,3,1,0,1,-1
2022440247986,2022,440247986,1,1,1,1,73,10,2,0,0,0,0,0,9,8,E01022703,-1,0,1,0,-1
2022501153900,2022,501153900,1,1,1,1,34,6,3,0,0,0,0,0,19,3,E01018869,3,1,0,1,-1
2022010360894,2022,010360894,1,1,1,1,24,5,3,0,0,0,0,0,9,3,E01003630,-1,0,0,1,-1
2022061138822,2022,061138822,2,2,1,1,22,5,3,0,0,0,0,0,9,7,E01006245,3,1,0,1,-1
2022201163458,2022,201163458,2,2,2,2,9,2,3,0,0,1,0,0,9,2,E01009512,3,1,0,1,-1
2022421242182,2022,421242182,1,2,2,2,17,4,2,0,0,1,0,0,9,-1,-1,5,1,1,0,-1
2022111200215,2022,111200215,1,1,2,2,41,7,3,0,0,0,-1,0,11,3,E01012355,3,1,0,1,-1
2022010354165,2022,010354165,1,1,3,1,42,7,3,1,9,0,0,0,0,3,E01001311,-1,0,0,1,-1
2022010360337,2022,010360337,1,1,1,1,36,7,3,0,0,0,0,0,3,5,E01001581,-1,0,0,1,-1
